name,averageRevenue,medianRevenue,totalRevenue,publishedGames
Cassius John-Adams,13514,13514,13514,1
Undermog Games,13425,13425,13425,1
okeyplaystudio,13466,13466,13466,1
Olli Arkko,13496,13496,13496,1
Nikita Lisitsa,13523,13523,13523,1
鸽屋谷,13547,13547,13547,1
Seyma Hatip,13461,13461,13461,1
United Independent Entertainment GmbH,13472,13472,13472,1
pinkjuicegames,13474,13474,13474,1
Morenori Soft,13455.305265506215,13455.305265506215,13455.305265506215,1
GameFlow Studios,13436,13436,13436,1
Sushi Studio,13556,13556,13556,1
Alexandre Kadri,13447,13447,13447,1
Paul Hebbinckuys,13447,13447,13447,1
Spicy Pixels,13448,13448,13448,1
Aurox Studios,13444,13444,13444,1
Copenhagen Game Productions,13445,13445,13445,1
WOD Publisher,13438,13438,13438,1
VanGame,13433,13433,13433,1
KURONEKO SOFT,13427,13427,13427,1
Little Lemon Bulb,13309,13309,13309,1
Prof. Dr. Christoph Minnameier,13439,13439,13439,1
Kawaru Games,13414,13414,13414,1
Dream Harvest,13414,13414,13414,1
pixel games SARL-S,8846,9571,35384,4
Dark Room Studio,13394,13394,13394,1
Yin Games,5178.166666666667,2041.5,31069,6
PureFootball,13383,13383,13383,1
Lions Crayons Games,13380,13380,13380,1
Concode Corp.,13379,13379,13379,1
4 Door Lemon Vision 1,13368,13368,13368,1
Perspektik,11446.333333333334,12041,34339,3
MJZ42,14560,14560,14560,1
Strange Girl Studios,5848.333333333333,2695,17545,3
Last Day Of Work,35073.602510129735,21655.128609326788,105220.80753038921,3
Belleal Games,13352,13352,13352,1
ShinningCloud Studio,13338,13338,13338,1
Sloth Studio,13336,13336,13336,1
Iteration Games,13326,13326,13326,1
夜蒲女子图鉴,13817,13817,13817,1
伤官制作组,13479,13479,13479,1
SchmidtGames,13317,13317,13317,1
Ops Game Studio,13338,13338,13338,1
Nawia Games,13311,13311,13311,1
Relevant Games,13305,13305,13305,1
Dexmes,13300,13300,13300,1
UltramarineSoft,13297,13297,13297,1
Spatial Quotient,13843,13843,13843,1
Best Gaem Studio,13289,13289,13289,1
Fever Game Studios,13285,13285,13285,1
Forward Instinct,13284,13284,13284,1
JellyFluff Games,6840.833333333333,6322.5,41045,6
BirchTreeGames,13268,13268,13268,1
ds-sans,6631,6631,13262,2
Cogoo,7145,8156,21435,3
Zeldars Zone,13257,13257,13257,1
GPAC,13252,13252,13252,1
Ben Strijbos,13245,13245,13245,1
David Erosa García,13228,13228,13228,1
Fairy Forest,13216,13216,13216,1
Gallant Trombe,13950,13950,13950,1
Samobee Games,6639,6639,13278,2
Andreas Achim Stange,13351,13351,13351,1
UnitedIndie,13198,13198,13198,1
Fazerdoo's Studio,9265.5,9265.5,18531,2
Hyper Light Studios,13183,13183,13183,1
Hunter Software Pty Ltd Australia,13182,13182,13182,1
Funture Games,13175,13175,13175,1
Freshfield Studios,13171,13171,13171,1
Cherry Bloom,13169,13169,13169,1
3f Interactive,10148.333333333334,12757,30445,3
Eugeny Butakov,13155,13155,13155,1
Superluminal Cat,13088,13088,26176,2
Evan Tognotti,13151,13151,13151,1
Dodi Game Studios,12890,12890,12890,1
GameLoad,13135,13135,13135,1
BeetBomb,13126,13126,13126,1
Gear Worx Productions,3574,589,14296,4
Tom Kingston,13117,13117,13117,1
Axel Fox (Fortuna Imperatore),13039,13039,13039,1
Lutsgames,6565,6565,13130,2
@ Heliosphere Software,6600.5,6600.5,13201,2
Rampant Games,13085,13085,13085,1
GreenOnionGames,12818,12818,12818,1
Catalope Games,7861,7861,15722,2
Dexter Team Games,13128,13128,13128,1
LyraVR,13056,13056,13056,1
Pom Pom Games,9942,9942,19884,2
Shocktopus Games,13044,13044,13044,1
SiCzech Arts,6522.5,6522.5,13045,2
Tek Studios,13044,13044,13044,1
PlayFortress,13043,13043,13043,1
Pixelante Game Studios,13034,13034,13034,1
2Dimensions,13028,13028,13028,1
Combat Wombat Studios,12976,12976,12976,1
Keith Burgun Games,12945,12945,12945,1
Automata Source,12436,12436,12436,1
Potassium Frog,12436,12436,12436,1
Crayder Studios,12965,12965,12965,1
mandegames,13188,13188,13188,1
Studio Nihilominus,12956,12956,12956,1
Codex7,12942,12942,12942,1
Enigma Dragons LLC,8859,8859,17718,2
Dream Holdings,12939,12939,12939,1
imophi,12934,12934,12934,1
Toxic Studio,9765,9765,19530,2
Antifreeze Games,13188,13188,13188,1
Selva Interactive,9711.5,9711.5,19423,2
Kochkin Dmitry,12926,12926,12926,1
HARP,12926,12926,12926,1
Dogū,12925,12925,12925,1
熬夜有光,13054,13054,13054,1
Jesper The End,12916,12916,12916,1
StoneTide Entertainment,12912,12912,12912,1
Exit Plan Games,13714,13714,13714,1
GIRLSOUL,12904,12904,12904,1
Ink Dragon Works,12909,12909,12909,1
Dandover,12905,12905,12905,1
Tower Five,12903,12903,12903,1
Soloweb Studios,12901,12901,12901,1
Cerberus Gate Games,12906,12906,12906,1
Alman,12882,12882,12882,1
Gayeti,8197.5,8197.5,16395,2
Damp Gnat,12861,12861,12861,1
WIWD Development,12851,12851,12851,1
Douwe Broekema,12842,12842,12842,1
GoodOldMan Studio,12871,12871,12871,1
SV Games,12803,12803,12803,1
Yames,12841,12841,12841,1
Creaky Lantern Games,7151,7151,14302,2
WMG,12803,12803,12803,1
Feline Fuelled Games,12799,12799,12799,1
Alien Intelligence UAB,12799,12799,12799,1
Suits & Sandals,2122.5,0,12735,6
moe north railway,12773,12773,12773,1
17MOONKEYS,13619,13619,13619,1
Sorcerous Gaming,12778,12778,12778,1
futurelovegame,12757,12757,12757,1
LIGHTWORKER GAMES,7897,7897,15794,2
Asset Flip Studio,4182.333333333333,3509,12547,3
Party for Introverts,3509.3333333333335,1549,10528,3
ひこてる,5879.5,5879.5,11759,2
ZeroTransform,10044,10044,20088,2
GoeX GameS,6124.5,6124.5,12249,2
Kivano,5648,5648,11296,2
Devm Games,8369,8369,16738,2
Milkbag Games,6747.333333333333,8373,20242,3
Perky Peach Games,6798.5,6798.5,13597,2
Spawn Point OSK,4348,2949,13044,3
Kyrylo Kuzyk,10539.5,10539.5,21079,2
MyGrandfather Games,5235,5235,10470,2
Incineration Productions,5254,5254,10508,2
zuza,5745,5745,11490,2
Royal Polygon,5842,5842,11684,2
AJB GAMES STUDIO,3612,2062,10836,3
SkyVu,5268.5,5268.5,10537,2
CreaTeam,4416,5803,13248,3
VRGEN,6708,6708,13416,2
Cowboy Color,5955.5,5955.5,11911,2
Waraní Studios,6580,6580,13160,2
DGV-Games,4751.25,4435,19005,4
Heliocentric Studios,7176.5,7176.5,14353,2
Realityocean Games,6238,6238,12476,2
ZoopTEK,4158.75,3869,16635,4
Ephiam,4371.333333333333,3448,13114,3
Slashware Interactive,5567.5,5567.5,11135,2
Tellurion Mobile,6089.5,6089.5,12179,2
Push Publication,3689,2113,11067,3
Capitola VR,5090.5,5090.5,10181,2
ЛД: Новости визуальных новелл,2701.2,2062,13506,5
Benjamin Rommel Games,6463.5,6463.5,12927,2
Gossamer Games,6644,6644,13288,2
StarInfidel,5584,5584,11168,2
OneManOnly Studios,5256,5256,10512,2
Milk Poison,3355.5714285714284,2106,23489,7
Tizona Interactive,7546.5,7546.5,15093,2
武道戰姬製作委員會,6278.5,6278.5,12557,2
CAGE Studios,16642.5,16642.5,33285,2
RadiationBurn,15741.5,15741.5,31483,2
DarkBasic,6487.666666666667,6760,19463,3
Erlend Kirkeboe,6733,6733,13466,2
Garden of Dreams,26034.886799396423,4686.5,104139.54719758569,4
JJJ,10031.5,10031.5,20063,2
Lozange Lab,4145.666666666667,4245,12437,3
Pinel Games,4050.2,2606,20251,5
NANKADA,5735,5735,11470,2
SomSmolGeims,6103.4,6019,30517,5
DAX Entertainment,5348.5,5348.5,10697,2
BiteMe Games,8558,8558,17116,2
Force Of Habit,8791,8791,17582,2
B. Maksym (Linker),5202.5,5202.5,10405,2
The House of Fables,5311.333333333333,5368,15934,3
Hyper Hippo Games,1312497.1559136715,5413,9187480.0913957,7
Pixel by Pixel Studios Inc.,567411.0761201333,567411.0761201333,1134822.1522402666,2
Hockey Legacy Manager,6710,6710,13420,2
Inclusion Studios,6569.5,6569.5,13139,2
Digitum Software,6607.5,6607.5,13215,2
USM,992929.4956508353,11745.5,3971717.9826033413,4
Sabi Games,5102.5,5102.5,10205,2
Digital Bento,7888.5,7888.5,15777,2
Old Games,8644.5,8644.5,17289,2
Mobsoftware,5625,5625,11250,2
JOYCITY,14507027.223112836,14507027.223112836,29014054.446225673,2
Velsin,3717,3614,14868,4
Sumerian Games,5254.333333333333,5069,15763,3
"Mika Mobile, Inc.",5435.5,5435.5,10871,2
Narrow Monolith,4687,4948,14061,3
Uruca Game Studio,4255.333333333333,4893,12766,3
Huochairen Interactive Entertainment,17508.957999529455,0,87544.78999764728,5
Melko Game Club,5646.5,5646.5,11293,2
Nuon Games,7260,7260,14520,2
EnigmaDev Studios,6475.5,6475.5,12951,2
Richard Haraším,3699.3333333333335,4362,11098,3
Furry Dreams Lab,4084.75,3360,16339,4
MicroMacro Games,5006.5,4743,20026,4
Owlskip Enterprises,4408,4765,13224,3
Liao Kai,6596.5,6596.5,13193,2
ENF Stuff,4894.666666666667,4784,14684,3
Mescaline's Wings,8558.5,8558.5,17117,2
New IDEA Games,7740.5,7740.5,15481,2
GameXP.com,79612.9927323293,4673,716516.9345909636,9
SeaPhoenix,5329,4722,15987,3
Vennril,10875,10875,10875,1
islaOliva Games,5431,5431,10862,2
Stone/Spark Games,10929,10929,10929,1
Galvanic Games,10848,10848,10848,1
Simon In Motion,10837,10837,10837,1
Alongini,10834,10834,10834,1
Immergity,6756,6756,13512,2
Playlearn,10826,10826,10826,1
Empyrean,6814.5,6814.5,13629,2
Lisa Voronova,10817,10817,10817,1
Blue Smut Studios,10841,10841,10841,1
CHARON,7575,7575,15150,2
SketchTech,10805,10805,10805,1
Toshihiko Kikuchi,10800,10800,10800,1
Frozen Lake Software,12463,12463,12463,1
Black Flamingo,10798,10798,10798,1
Orichalcum Pictures,10781,10781,10781,1
Alexey Suslin,10772,10772,10772,1
SANBAE,10758,10758,10758,1
cupholder,10757,10757,10757,1
Human Interact,10751,10751,10751,1
Keron veal,10752,10752,10752,1
HOLOSTARS English,10779,10779,10779,1
萌约游戏制作组,10744,10744,10744,1
House Pixel Games,10738,10738,10738,1
Hoshimadara Lab.,10727,10727,10727,1
aQuadiun,10733,10733,10733,1
Tenacity Games,10931,10931,10931,1
TeamNPC,10729,10729,10729,1
Delta Reality,10722,10722,10722,1
Misfit Village,10722,10722,10722,1
Artful Games,10695,10695,10695,1
Eipix Entertainment,10717,10717,10717,1
Booblyc OU,10714,10714,10714,1
@TonyDevGame,5383,5383,10766,2
ZHAOYUNSHE,10700,10700,10700,1
Real Stone,10842,10842,10842,1
KFriske Studios,10699,10699,10699,1
nStarcube,6127,6127,12254,2
Pixoala,10694,10694,10694,1
Small Solar Sloth Studios,10904,10904,10904,1
D.A.S. Games,10688,10688,10688,1
GAME PRESSURE STUDIO LTD,10622,10622,10622,1
Netmancer,10688,10688,10688,1
Meowtoy Games,10685,10685,10685,1
呜噜噜游戏,10666,10666,10666,1
Inside Studios,10668,10668,10668,1
Blackburne Games Yazılım A.Ş.,10685,10685,10685,1
"Cantina Games and Entertainment, Inc.",10659,10659,10659,1
Mujo Games,10459,10459,10459,1
https://absolutepowergamestudio.com/,10651,10651,10651,1
Matthew Jennings,10651,10651,10651,1
Cloudmoon Studios,10647,10647,10647,1
Effat Effati,10634,10634,10634,1
Crimson Sequence,10680,10680,10680,1
Pixel Accountant,10623,10623,10623,1
Razbury Games,10621,10621,10621,1
Oh!WHATif Inc.,10617,10617,10617,1
IndianaTK,8450,8450,16900,2
dogpet,10644,10644,10644,1
OneShark,9240.5,9240.5,18481,2
Sogoal,10600,10600,10600,1
Qunee,10598,10598,10598,1
AOS GAME,10595,10595,10595,1
Mastodonte,10614,10614,10614,1
WOMBO COMBO GAMES INC.,10591,10591,10591,1
Mindpress,10591,10591,10591,1
Pebble Mountain Games,10397,10397,10397,1
Slay.one,10586,10586,10586,1
Tim Venekamp,6188,6188,12376,2
Jupiter Lighthouse Games,6370,6370,12740,2
Nixtor Game Studio,10580,10580,10580,1
Hazeron Freehold LLC,10578,10578,10578,1
IMLBE,10572,10572,10572,1
Hit'n'Run Digital Studio,11104,11104,11104,1
AVOS',10566,10566,10566,1
ub4q,10576,10576,10576,1
Hurrycat Studios,10568,10568,10568,1
Your Story Interactive,13485.238513275812,13485.238513275812,26970.477026551624,2
Unwhale Studio,10559,10559,10559,1
Team KwaKwa,10547,10547,10547,1
RUDZKI,10530,10530,10530,1
Steven Palo,10279,10279,10279,1
FTRGameStudio,10620,10620,10620,1
OddOneGames,10559,10559,10559,1
thatgregperkins,10533,10533,10533,1
"T.F.S. Entertainment, LLC",10529,10529,10529,1
Crankshaft Games,10523,10523,10523,1
RecklessGames UG,6572,6572,13144,2
Finite Reflection Studios,7456.666666666667,7755,22370,3
SpaceZeta Games,10504,10504,10504,1
Dancing Developers,10496,10496,10496,1
Blind Monkey Games,10488,10488,10488,1
Sander Bos,7094.666666666667,8857,21284,3
TheVan,10566,10566,10566,1
Contra Concept,10478,10478,10478,1
VIRTUAL MAGIC,10472,10472,10472,1
bcat112a,6476,6476,12952,2
Combat Time,10638,10638,10638,1
"ALL IN DIGTAL CO., LTD.",10471,10471,10471,1
Augmented Irreality,10468,10468,10468,1
Brazen Legions,10465,10465,10465,1
moesoft,10462,10462,10462,1
SnaccPop Studios,10518,10518,10518,1
WildLabs,10464,10464,10464,1
LUNOSOFT INC,11097,11097,11097,1
maybell🌻,10434,10434,10434,1
Ruce,10437,10437,10437,1
Lunatic Pixels,10433,10433,10433,1
Little Nook,10445,10445,10445,1
QingHe Studio,12890,12890,12890,1
CarlosGameDev,13308,13308,13308,1
CSTG-小光,9606.5,9606.5,19213,2
Malte Glade,12747,12747,12747,1
Rimlight Studios,12731,12731,12731,1
Makea Games,12849,12849,12849,1
Qianmo Interact,12694,12694,12694,1
Shaftesbury Sales Company Inc,12706,12706,12706,1
Boolba Entertainment,12692,12692,12692,1
Western Werks,12690,12690,12690,1
Oxeliz Pvt ltd,12681,12681,12681,1
Something Random,12683,12683,12683,1
Turquoise Revival Games,6143.5,6143.5,12287,2
Insatiable Cycle,6328,6328,12656,2
Genius inc.,12641,12641,12641,1
ATi Studios A.P.P.S. SRL,12637,12637,12637,1
Aleksandr Serzhantov,12631,12631,12631,1
Alex Demchenko,12626,12626,12626,1
Starlight Studios Games,12611,12611,12611,1
FrogStore,12532,12532,12532,1
Locojoy,12609,12609,12609,1
TPM.CO SOFT WORKS,12607,12607,12607,1
David Schneider,6295,6295,12590,2
Noiseminded,12736,12736,12736,1
Poly anchor studio,12583,12583,12583,1
REDHUB VR,8472.5,8472.5,16945,2
Sugar Rush Studios,12555,12555,12555,1
2D Digital studio,12566,12566,12566,1
"HAEGIN Co.,Ltd.",12582,12582,12582,1
HAZECODE,12603,12603,12603,1
Kuang-Yu Cheng,12561,12561,12561,1
Caltain VR Ltd,12559,12559,12559,1
Beardserk,12555,12555,12555,1
the curator,12552,12552,12552,1
Supergonk,6341.97773477812,6341.97773477812,12683.95546955624,2
ToMorning Productions,12546,12546,12546,1
DOTORIS,12543,12543,12543,1
GangoGames LLC,12527,12527,12527,1
Diego F Beltran,12539,12539,12539,1
Lockem Reality Inc,12539,12539,12539,1
4sdk,12538,12538,12538,1
Lyre Lyre Studios,12538,12538,12538,1
Jamie Rollo,12532,12532,12532,1
Shiv,5066,1483,15198,3
Run Games,12513,12513,12513,1
Deep Taiga,12538,12538,12538,1
Osprey Publishing,12509,12509,12509,1
WooDon Studio,12563,12563,12563,1
Rappid Studios,12467,12467,12467,1
Arif Games,12466,12466,12466,1
Phren Games,6229.5,6229.5,12459,2
Afiq Suradi,12440,12440,12440,1
WindLimit Studios,7433,7433,14866,2
酷呐网络科技,12431,12431,12431,1
qUATERNIon,12426,12426,12426,1
Irreflex Studios,12402,12402,12402,1
GoRapid Studio,12832,12832,12832,1
Zu Digital,12411,12411,12411,1
FujiCubeSoft,12421,12421,12421,1
Rachel Li,12405,12405,12405,1
Qin Yin,12405,12405,12405,1
厦门冠赢网络科技有限公司,12397,12397,12397,1
Dreamcatcher Studio,12395,12395,12395,1
Nela System,12394,12394,12394,1
Linkus Studio,12392,12392,12392,1
"FrozenCrate, LLC",6193,6193,12386,2
"Bashir ""ManliestDev"" Kashalo",9789.5,9789.5,19579,2
Jonathan Brassaud,12372,12372,12372,1
Remal IT,12372,12372,12372,1
Matt,6476,6476,12952,2
Completely Unexpected Productions,12366,12366,12366,1
Kunpo,12371,12371,12371,1
Nova B12,7459.5,7459.5,14919,2
starlit studio,12358,12358,12358,1
Strong & Furry,12361,12361,12361,1
Chubby Pixel Publishing,12329,12329,12329,1
HappyGame,12349,12349,12349,1
Mothware,12346,12346,12346,1
Gravitysensation,10408.5,10408.5,20817,2
Blue Fairy Media LLC,4146.333333333333,0,12439,3
Ch.ZBK,12333,12333,12333,1
Juicy Eliot Games,12362,12362,12362,1
3dinvis games,12267,12267,12267,1
TopWare Interactive ACE,7187,7187,14374,2
Dumb Game Company,12291,12291,12291,1
Beyond Fun Studio,12286,12286,12286,1
NA Publishing Inc,12286,12286,12286,1
"Shanghai Huihuan Network Technology Co.,Ltd.",12286,12286,12286,1
Anden Studios,12262,12262,12262,1
Strawberry Games,12323,12323,12323,1
Polytron,12247,12247,12247,1
Vhiel,12287,12287,12287,1
Bobby Two Hands,12237,12237,12237,1
Gamma Space Collaborative Studio,10238,10238,20476,2
Aliens Developers,12321,12321,12321,1
Bigmoon Studios,12213,12213,12213,1
Soft,12468,12468,12468,1
College Novel Games,12178,12178,12178,1
Boca Malcriada Studios,12454,12454,12454,1
Circle 2 Grey Label,13055,13055,13055,1
Billy Chan Studio,12165,12165,12165,1
Batuhan Gündüz,8954.5,8954.5,17909,2
Winterpixel Games,12138,12138,12138,1
36Litters,12188,12188,12188,1
AV1 Productions,12146,12146,12146,1
AniCore Team,12282,12282,12282,1
Red Horizon,12176,12176,12176,1
AVAKE,12145,12145,12145,1
TrisPix Studio,12135,12135,12135,1
Luzh.,12234,12234,12234,1
Sheado.net,12249,12249,12249,1
"UNIVRS, Inc.",12121,12121,12121,1
Extrokold Games,6057.5,6057.5,12115,2
GameCanvas Inc.,12112,12112,12112,1
Free Studio,12580,12580,12580,1
Peach Bite,12299,12299,12299,1
KATOR Game Studio,6303.5,6303.5,12607,2
T.LEE,12099,12099,12099,1
Mildbeast,12071,12071,12071,1
Glitchr Studio,4518,1492,13554,3
Zeenoh Inc.,12054,12054,12054,1
Enlightened Games,12048,12048,12048,1
Gluk Media,7014,7014,14028,2
Jaime Scribbles Games,10045.5,10045.5,20091,2
Steelehouse,12037,12037,12037,1
The Lemur Conspiracy,12036,12036,12036,1
Otaku Publishing,12024,12024,12024,1
CD Bros.,12024,12024,12024,1
UDX Interactive Inc.,12434,12434,12434,1
YANEURAGAMES,12016,12016,12016,1
Zillion Whales,12014,12014,12014,1
banana life,12027,12027,12027,1
Lonekite Games,11998,11998,11998,1
Halit Büyükyılmaz,12005,12005,12005,1
Velvet Paradise Games,4528.333333333333,5955,13585,3
Khosouf Studio,6866.5,6866.5,13733,2
LookForwardGames,6053,6043,30265,5
"Return To Adventure Mountain, LLC",4677,6279,14031,3
ToddFeimanGames,6027,6043,30135,5
Graven Visual Novels,3593,3092,10779,3
TopCog,12258.465572870073,12258.465572870073,24516.931145740145,2
SFS Studios,3512.625762107701,3881.5,14050.503048430804,4
SoAsasProGames,5975.4,6019,29877,5
Dragon's Games,6216,6216,12432,2
FreeAnimals_Software,5497.333333333333,5976,16492,3
Adrian Corpuz,6227.5,6227.5,12455,2
NyakuGames,7052.666666666667,5897,21158,3
Bearfoxbear,5148.5,5148.5,10297,2
Bisquit Play,6696,6696,13392,2
Curious Studio,3915.6666666666665,4524,11747,3
MINO ENTERTAINMENT INC,5176,5176,10352,2
Weathered Sweater,6005.5,6005.5,12011,2
Studio Nevermore,6886,6886,13772,2
ViRa Games,7499,7499,14998,2
LionWing Publishing,6152,6152,12304,2
Apus Software,3608,4432,10824,3
maou,5142,4413,15426,3
Omar Chapa Hernandez,5352.5,5352.5,10705,2
PixelNAUTS Games,7576.5,7576.5,15153,2
UniqueGames,5183.333333333333,4202,15550,3
Alex Loman,2655,2221,13275,5
286studio,6161.5,6161.5,12323,2
FusionPlay,7619.5,7619.5,15239,2
柚原堂,4565,4010,13695,3
Growl Interactive,7108.5,7108.5,14217,2
Shotx,6284.75,7236,25139,4
GB Patch Games,396713.00250427925,6388,1983565.0125213962,5
Vittorio Giorgi (SbargiSoft),4880.666666666667,6332,14642,3
Guild Studio,5327.5,5327.5,10655,2
Point & Pixel Adventures,5671.5,5671.5,11343,2
FURYU Corporation,5131,5131,10262,2
Faton,5551.5,5551.5,11103,2
bdme,5413.5,5413.5,10827,2
Janner,4070.6666666666665,1954,12212,3
Dark Room Games,8085.5,8085.5,16171,2
Develobster,5240.5,5240.5,10481,2
"Subaltern Games, LLC",5320,5320,10640,2
Poly Poly Games,4383,3004,13149,3
S.Y. GAMES,5703,5703,11406,2
VR Game Studios,4536.333333333333,2892,13609,3
Fubenalvo,3799,3226,11397,3
Akamurasaki Games,5728.5,5728.5,11457,2
Aslan Game Studio,2753.5,1441,11014,4
WeissGarden,5409,5409,10818,2
UNIOCS,5190.5,5190.5,10381,2
Pandaroo Interactive,3161.25,2424.5,12645,4
Mumyou Tsujigiri,11476,11476,11476,1
10th Reality,11472,11472,11472,1
Tim Ruswick,11459,11459,11459,1
K,11450,11450,11450,1
她2 : 我还想再见到你,11445,11445,11445,1
Joona Vartiainen,11439,11439,11439,1
Threat Vector,11428,11428,11428,1
